Age,DistanceFromHome,Education,EducationField,EmployeeNumber,Gender,MaritalStatus,NumCompaniesWorked,Over18,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,Attrition
24,1,1,Technical Degree,554,Female,Single,1,Y,2,6,3,Yes
34,6,2,Marketing,555,Female,Divorced,0,Y,4,3,2,Yes
38,2,2,Life Sciences,556,Male,Married,1,Y,3,1,3,No
40,2,4,Life Sciences,558,Female,Married,0,Y,4,21,3,No
26,23,3,Life Sciences,560,Female,Divorced,1,Y,2,3,1,No
30,3,3,Life Sciences,562,Male,Married,4,Y,3,9,1,No
29,3,4,Medical,564,Male,Married,1,Y,3,10,3,No
29,25,5,Technical Degree,565,Female,Married,5,Y,2,6,4,Yes
19,2,2,Technical Degree,566,Male,Single,1,Y,3,1,4,Yes
30,22,4,Other,567,Female,Married,0,Y,3,10,3,No
57,29,3,Marketing,568,Male,Divorced,3,Y,3,32,2,No
50,29,4,Life Sciences,569,Male,Married,0,Y,2,28,3,No
30,2,3,Medical,571,Female,Single,0,Y,3,12,2,No
60,28,3,Marketing,573,Female,Married,4,Y,4,22,4,No
47,2,2,Medical,574,Female,Divorced,5,Y,3,20,3,No
46,2,3,Life Sciences,575,Male,Married,6,Y,3,26,1,No
35,22,3,Life Sciences,577,Male,Single,0,Y,3,6,3,No
54,8,4,Life Sciences,578,Female,Single,7,Y,3,19,3,No
34,2,4,Life Sciences,579,Male,Divorced,3,Y,3,14,3,No
46,10,3,Marketing,580,Female,Married,2,Y,3,15,3,No
31,9,1,Life Sciences,581,Male,Divorced,1,Y,4,13,4,No
33,15,1,Medical,582,Male,Married,7,Y,4,15,4,Yes
33,10,1,Medical,584,Male,Divorced,7,Y,1,8,3,Yes
30,7,1,Marketing,585,Male,Single,0,Y,1,4,3,No
35,16,3,Life Sciences,586,Male,Married,4,Y,3,10,3,No
31,20,3,Life Sciences,587,Male,Married,3,Y,1,12,3,Yes
34,23,3,Human Resources,590,Female,Divorced,9,Y,3,11,3,Yes
42,5,2,Other,591,Male,Married,4,Y,4,8,3,No
36,10,4,Medical,592,Male,Single,1,Y,4,10,2,No
22,4,1,Technical Degree,593,Male,Single,5,Y,3,4,3,Yes
48,2,5,Marketing,595,Female,Married,2,Y,1,14,3,No
55,18,5,Life Sciences,597,Female,Single,3,Y,4,37,3,No
41,10,2,Life Sciences,599,Male,Single,7,Y,4,16,3,No
35,1,3,Marketing,600,Male,Married,9,Y,3,15,3,No
40,6,3,Life Sciences,601,Female,Single,7,Y,3,22,3,No
39,8,1,Life Sciences,602,Female,Married,1,Y,1,8,3,No
31,2,1,Life Sciences,604,Male,Single,4,Y,3,10,4,No
42,24,3,Medical,605,Male,Married,1,Y,4,10,2,No
45,2,3,Other,606,Male,Married,0,Y,2,9,4,No
26,17,4,Life Sciences,608,Female,Divorced,0,Y,2,8,2,Yes
29,19,3,Technical Degree,611,Male,Divorced,4,Y,2,8,4,No
33,1,5,Medical,612,Female,Divorced,4,Y,3,10,3,No
31,7,3,Life Sciences,613,Male,Divorced,9,Y,3,10,2,No
18,5,3,Marketing,614,Male,Single,1,Y,4,0,3,Yes
40,28,3,Other,615,Male,Divorced,3,Y,3,20,3,No
41,2,4,Other,616,Female,Single,2,Y,1,10,3,No
26,29,2,Medical,618,Male,Divorced,5,Y,1,8,3,No
35,1,3,Medical,620,Female,Single,1,Y,4,5,3,No
34,21,4,Life Sciences,621,Male,Single,1,Y,4,10,3,No
26,24,3,Technical Degree,622,Male,Single,1,Y,2,1,1,Yes
37,1,3,Technical Degree,623,Female,Single,4,Y,4,12,4,No
46,18,1,Medical,624,Female,Married,5,Y,4,28,2,No
41,2,5,Life Sciences,625,Female,Married,7,Y,2,22,3,No
37,9,4,Medical,626,Male,Divorced,1,Y,4,9,3,No
52,6,2,Technical Degree,630,Male,Divorced,3,Y,2,18,3,No
32,11,4,Other,631,Male,Married,8,Y,4,6,3,Yes
24,24,3,Medical,632,Male,Married,0,Y,3,3,3,No
38,10,3,Medical,634,Female,Married,3,Y,3,18,3,No
37,1,4,Life Sciences,635,Female,Married,6,Y,2,8,2,No
49,18,4,Life Sciences,638,Male,Divorced,1,Y,3,31,3,No
24,23,3,Medical,639,Male,Married,1,Y,2,6,3,No
26,28,2,Marketing,641,Male,Married,1,Y,4,6,4,No
24,17,2,Other,643,Male,Married,1,Y,4,1,3,No
50,3,3,Medical,644,Male,Married,1,Y,3,32,3,No
25,13,1,Medical,645,Male,Married,1,Y,3,7,3,No
24,7,3,Life Sciences,647,Female,Married,1,Y,4,6,3,Yes
30,12,4,Life Sciences,648,Male,Married,1,Y,3,1,4,Yes
34,1,2,Life Sciences,649,Male,Married,1,Y,4,6,3,No
31,13,4,Medical,650,Male,Divorced,2,Y,3,9,1,Yes
35,25,2,Other,652,Male,Single,4,Y,4,9,3,No
31,6,4,Medical,653,Male,Divorced,4,Y,4,13,4,No
27,6,4,Medical,655,Female,Divorced,0,Y,3,6,2,No
37,2,3,Marketing,656,Male,Married,4,Y,3,17,2,No
20,1,3,Life Sciences,657,Female,Single,1,Y,4,1,4,No
42,2,4,Life Sciences,659,Female,Married,1,Y,2,10,3,No
43,6,4,Other,661,Male,Divorced,4,Y,3,21,2,No
38,1,1,Life Sciences,662,Female,Single,3,Y,4,8,2,No
43,9,5,Medical,663,Male,Divorced,3,Y,2,10,3,No
48,1,4,Life Sciences,664,Female,Married,7,Y,1,21,1,No
44,1,4,Life Sciences,665,Female,Single,4,Y,2,10,4,No
34,14,3,Technical Degree,666,Female,Divorced,1,Y,4,8,3,No
27,2,1,Marketing,667,Male,Divorced,0,Y,2,5,3,Yes
21,22,1,Technical Degree,669,Male,Single,1,Y,3,3,3,No
44,3,4,Other,671,Male,Married,4,Y,1,26,4,No
22,6,1,Medical,675,Male,Married,0,Y,4,3,3,No
33,8,4,Marketing,677,Male,Divorced,0,Y,4,6,3,No
32,9,4,Life Sciences,679,Female,Married,1,Y,4,6,2,No
30,3,3,Medical,680,Female,Divorced,1,Y,3,1,3,No
53,1,1,Medical,682,Female,Single,7,Y,4,18,4,No
34,1,5,Life Sciences,683,Male,Married,1,Y,4,10,2,No
45,26,4,Life Sciences,684,Female,Married,2,Y,4,5,3,Yes
26,6,3,Life Sciences,686,Female,Married,1,Y,3,3,3,No
37,3,3,Other,689,Male,Married,1,Y,3,10,3,No
29,3,2,Medical,690,Female,Married,1,Y,1,6,2,No
35,6,4,Life Sciences,691,Male,Single,1,Y,2,17,3,No
33,6,3,Life Sciences,692,Male,Divorced,3,Y,3,15,1,No
54,19,4,Medical,698,Male,Married,2,Y,3,16,4,No
36,9,2,Medical,699,Male,Divorced,2,Y,3,13,3,No
27,3,4,Medical,700,Male,Single,0,Y,4,5,3,No
20,10,1,Medical,701,Male,Single,1,Y,4,1,3,Yes
33,3,3,Life Sciences,702,Male,Single,1,Y,1,10,3,Yes
35,3,3,Life Sciences,704,Male,Married,1,Y,3,1,3,No
23,4,3,Medical,705,Male,Married,2,Y,1,5,4,No
25,8,3,Life Sciences,707,Male,Married,0,Y,3,4,3,No
38,7,4,Marketing,709,Female,Single,0,Y,1,8,3,No
29,1,4,Life Sciences,710,Male,Divorced,1,Y,4,10,3,No
48,2,1,Marketing,712,Male,Married,3,Y,4,12,3,No
27,3,1,Medical,714,Female,Divorced,1,Y,2,6,3,No
37,10,2,Life Sciences,715,Male,Single,3,Y,1,4,3,No
50,28,1,Medical,716,Male,Married,1,Y,3,20,3,No
34,9,3,Medical,717,Female,Single,1,Y,2,9,4,No
24,3,2,Life Sciences,720,Female,Single,9,Y,1,4,3,Yes
39,2,4,Technical Degree,721,Female,Single,1,Y,1,20,3,No
32,10,3,Marketing,722,Male,Single,1,Y,4,10,2,No
50,8,2,Technical Degree,723,Male,Married,3,Y,1,18,3,Yes
38,1,4,Life Sciences,724,Female,Single,0,Y,3,10,2,No
27,1,2,Life Sciences,725,Female,Married,1,Y,4,9,3,No
32,3,2,Life Sciences,727,Female,Single,3,Y,4,10,3,No
47,14,4,Marketing,728,Male,Single,2,Y,4,20,3,No
40,5,4,Life Sciences,729,Male,Married,5,Y,3,20,3,No
53,7,3,Life Sciences,730,Male,Married,3,Y,3,32,3,No
41,10,4,Human Resources,731,Male,Divorced,3,Y,2,23,2,No
60,16,4,Marketing,732,Male,Single,8,Y,4,10,3,No
27,10,2,Life Sciences,733,Male,Divorced,1,Y,3,9,2,No
41,1,3,Human Resources,734,Male,Married,1,Y,2,22,3,No
50,8,4,Marketing,738,Male,Married,7,Y,4,4,3,No
28,1,2,Life Sciences,741,Female,Single,7,Y,4,10,3,Yes
36,8,3,Life Sciences,742,Female,Married,9,Y,1,10,3,No
38,1,3,Life Sciences,743,Female,Single,4,Y,4,10,4,No
44,24,3,Medical,744,Male,Single,2,Y,3,9,3,No
47,3,3,Medical,746,Female,Divorced,9,Y,4,28,2,No
30,27,5,Marketing,747,Male,Divorced,7,Y,4,10,2,No
29,10,3,Life Sciences,749,Male,Single,1,Y,3,1,3,No
42,19,3,Medical,752,Male,Divorced,6,Y,4,7,3,Yes
43,15,3,Life Sciences,754,Male,Married,3,Y,3,7,3,No
34,8,2,Medical,757,Female,Single,3,Y,4,10,3,No
23,9,1,Medical,758,Male,Married,1,Y,4,5,4,No
39,3,3,Human Resources,760,Female,Married,9,Y,3,12,1,No
56,9,3,Medical,762,Male,Married,7,Y,3,30,2,No
40,2,1,Medical,763,Female,Single,0,Y,4,5,2,No
27,7,3,Medical,764,Female,Single,8,Y,1,9,1,No
29,10,3,Marketing,766,Male,Divorced,1,Y,4,2,3,No
53,6,3,Life Sciences,769,Male,Single,2,Y,4,19,3,No
35,2,4,Life Sciences,771,Female,Divorced,2,Y,1,16,4,No
32,24,4,Life Sciences,772,Male,Married,1,Y,4,10,3,No
38,2,5,Medical,773,Male,Married,6,Y,2,6,1,No
34,8,5,Life Sciences,775,Female,Divorced,3,Y,3,7,3,No
52,3,4,Marketing,776,Male,Married,1,Y,1,34,4,No
33,1,4,Other,780,Male,Single,1,Y,3,10,2,Yes
25,26,1,Medical,781,Female,Single,1,Y,2,6,2,No
45,2,2,Technical Degree,783,Male,Single,0,Y,1,9,3,No
23,10,1,Medical,784,Male,Single,1,Y,4,2,3,No
47,27,2,Life Sciences,785,Female,Single,4,Y,4,8,3,Yes
34,2,3,Other,786,Male,Single,1,Y,3,6,3,No
55,2,3,Medical,787,Male,Married,5,Y,4,24,3,Yes
36,8,4,Life Sciences,789,Male,Single,1,Y,2,10,3,No
52,19,4,Medical,791,Male,Married,0,Y,1,5,3,No
26,1,2,Life Sciences,792,Female,Divorced,3,Y,1,5,3,No
29,27,3,Medical,793,Female,Married,4,Y,1,11,2,No
26,8,3,Technical Degree,796,Male,Single,6,Y,3,6,2,Yes
34,1,4,Life Sciences,797,Female,Single,2,Y,3,10,3,No
54,19,4,Medical,799,Female,Divorced,9,Y,2,9,3,No
27,8,1,Marketing,800,Male,Married,0,Y,2,5,3,No
37,10,1,Life Sciences,802,Female,Divorced,0,Y,2,6,2,No
38,2,4,Life Sciences,803,Female,Single,6,Y,4,17,3,No
34,2,4,Medical,804,Female,Single,1,Y,3,6,3,No
35,8,4,Life Sciences,805,Female,Married,1,Y,2,3,2,No
30,1,3,Life Sciences,806,Male,Married,3,Y,3,7,3,No
40,2,2,Medical,807,Female,Married,1,Y,4,8,3,No
34,8,2,Life Sciences,808,Female,Married,5,Y,2,6,3,No
42,8,3,Life Sciences,809,Male,Divorced,1,Y,2,24,2,No
23,6,3,Life Sciences,811,Male,Married,1,Y,3,1,3,Yes
24,9,3,Life Sciences,812,Male,Divorced,1,Y,3,1,3,No
52,11,4,Life Sciences,813,Female,Married,8,Y,2,9,3,No
50,2,3,Medical,815,Male,Married,5,Y,4,30,3,No
29,1,2,Life Sciences,816,Female,Married,1,Y,4,1,3,Yes
33,7,3,Medical,817,Male,Married,0,Y,4,14,4,No
33,16,3,Marketing,819,Female,Single,5,Y,3,6,3,Yes
47,2,2,Other,820,Female,Married,1,Y,3,26,2,No
36,1,3,Other,823,Female,Married,0,Y,1,10,3,No
29,23,2,Life Sciences,824,Male,Married,1,Y,3,10,3,No
58,2,4,Life Sciences,825,Male,Single,7,Y,4,40,3,Yes
35,1,4,Life Sciences,826,Female,Single,3,Y,3,7,3,No
42,1,2,Life Sciences,827,Female,Married,9,Y,4,8,3,No
28,2,4,Medical,828,Male,Single,6,Y,4,5,2,Yes
36,13,3,Human Resources,829,Male,Married,4,Y,2,8,3,No
32,4,3,Life Sciences,830,Female,Married,1,Y,3,14,3,No
40,16,4,Medical,832,Male,Single,6,Y,4,10,3,No
30,2,3,Medical,833,Female,Single,5,Y,2,12,2,No
45,2,3,Life Sciences,834,Female,Single,1,Y,4,1,3,No
42,29,3,Life Sciences,836,Male,Married,1,Y,4,10,2,No
38,12,3,Life Sciences,837,Male,Divorced,2,Y,3,13,2,No
34,16,4,Life Sciences,838,Female,Single,1,Y,3,6,3,No
49,11,3,Marketing,840,Female,Married,1,Y,1,9,4,Yes
55,2,1,Medical,842,Male,Single,4,Y,3,12,2,Yes
43,14,2,Life Sciences,843,Male,Married,6,Y,3,22,3,No
27,5,1,Technical Degree,844,Male,Divorced,1,Y,2,9,3,No
35,7,3,Other,845,Male,Single,3,Y,2,17,4,No
28,2,4,Marketing,846,Female,Married,1,Y,1,8,3,No
34,3,2,Human Resources,847,Male,Married,0,Y,3,4,1,No
26,5,2,Medical,848,Female,Married,1,Y,1,8,3,Yes
27,3,3,Medical,850,Male,Married,1,Y,3,0,2,No
51,26,4,Marketing,851,Female,Married,2,Y,3,29,2,No
44,4,3,Medical,852,Male,Single,9,Y,4,10,2,No
25,2,1,Medical,854,Male,Single,7,Y,3,6,2,No
33,1,3,Medical,855,Male,Divorced,1,Y,1,9,3,No
35,27,1,Medical,856,Female,Single,1,Y,4,6,2,No
36,1,2,Life Sciences,857,Male,Married,1,Y,4,18,2,No
32,13,4,Life Sciences,859,Male,Divorced,2,Y,3,8,2,No
30,5,4,Life Sciences,861,Male,Divorced,9,Y,2,10,2,No
53,7,2,Marketing,862,Female,Married,7,Y,4,35,3,No
45,9,3,Marketing,864,Male,Divorced,4,Y,3,18,3,No
32,8,2,Medical,865,Female,Married,5,Y,3,9,2,No
52,25,4,Medical,867,Female,Married,3,Y,3,31,3,No
37,16,4,Marketing,868,Male,Divorced,4,Y,4,9,3,No
28,8,2,Medical,869,Male,Divorced,1,Y,4,6,3,No
22,1,2,Life Sciences,872,Male,Married,6,Y,1,4,1,No
44,8,4,Life Sciences,874,Male,Married,2,Y,3,10,2,No
42,2,1,Medical,875,Male,Single,5,Y,4,8,3,No
36,8,3,Life Sciences,878,Male,Married,0,Y,3,6,3,No
25,3,1,Other,879,Male,Married,1,Y,4,5,3,No
35,9,3,Life Sciences,880,Female,Married,1,Y,2,17,3,No
35,25,4,Life Sciences,881,Female,Divorced,1,Y,1,10,2,Yes
32,1,3,Life Sciences,882,Male,Divorced,0,Y,2,4,3,No
25,4,1,Marketing,885,Male,Married,1,Y,1,5,4,No
49,1,3,Technical Degree,887,Female,Married,2,Y,2,7,3,No
24,4,1,Life Sciences,888,Male,Married,0,Y,4,6,2,No
32,5,2,Life Sciences,889,Male,Married,1,Y,4,10,3,No
38,9,3,Marketing,893,Male,Married,0,Y,4,3,3,No
42,3,3,Life Sciences,894,Female,Married,2,Y,2,17,2,No
31,11,4,Life Sciences,895,Male,Married,3,Y,2,8,3,No
29,1,3,Medical,896,Female,Divorced,6,Y,3,5,3,Yes
53,8,3,Marketing,897,Male,Married,5,Y,3,28,3,No
35,25,3,Technical Degree,899,Male,Married,3,Y,1,16,3,No
37,21,2,Medical,900,Female,Married,5,Y,2,10,3,No
53,23,4,Life Sciences,901,Female,Single,6,Y,3,33,3,No
43,1,3,Life Sciences,902,Female,Married,4,Y,2,12,2,No
47,2,2,Marketing,903,Female,Married,0,Y,1,8,3,No
37,19,2,Medical,904,Male,Single,1,Y,4,10,3,No
50,2,4,Life Sciences,905,Male,Divorced,1,Y,4,31,3,No
39,2,3,Life Sciences,909,Female,Married,8,Y,3,13,3,No
33,3,2,Human Resources,910,Male,Divorced,3,Y,3,7,4,No
32,25,4,Life Sciences,911,Male,Single,1,Y,3,1,1,Yes
29,7,1,Medical,912,Female,Divorced,6,Y,3,8,3,No
44,9,2,Life Sciences,913,Male,Married,1,Y,4,8,3,No
28,5,4,Medical,916,Male,Single,1,Y,2,4,3,No
58,2,1,Life Sciences,918,Male,Divorced,9,Y,4,3,2,Yes
43,8,3,Life Sciences,920,Female,Divorced,4,Y,3,4,4,No
20,2,3,Medical,922,Female,Single,1,Y,4,2,2,Yes
21,18,1,Other,923,Female,Single,1,Y,1,1,2,Yes
36,14,1,Life Sciences,924,Male,Married,0,Y,1,17,2,No
47,2,4,Life Sciences,925,Female,Single,1,Y,1,3,2,No
22,3,1,Life Sciences,926,Female,Married,0,Y,1,4,4,Yes
41,2,4,Life Sciences,927,Female,Divorced,4,Y,3,10,2,Yes
28,9,3,Medical,930,Female,Divorced,5,Y,2,6,3,No
39,6,3,Medical,932,Male,Married,7,Y,4,8,1,Yes
27,4,3,Life Sciences,933,Female,Single,1,Y,3,1,3,No
34,10,3,Life Sciences,934,Male,Divorced,1,Y,2,1,3,No
42,14,2,Medical,936,Female,Single,7,Y,1,10,3,No
33,1,4,Other,939,Male,Single,3,Y,2,6,3,No
58,5,3,Technical Degree,940,Female,Divorced,2,Y,4,24,3,No
31,7,4,Life Sciences,941,Male,Married,3,Y,2,13,4,No
35,21,1,Life Sciences,942,Female,Married,1,Y,4,10,1,No
49,8,2,Other,944,Female,Married,4,Y,3,29,2,No
48,20,4,Medical,945,Male,Married,4,Y,1,13,2,No
31,20,2,Marketing,947,Female,Married,1,Y,4,9,2,No
36,7,4,Other,949,Male,Single,2,Y,3,8,3,No
38,1,3,Technical Degree,950,Female,Married,1,Y,2,15,3,No
32,1,3,Life Sciences,951,Female,Married,6,Y,3,5,3,No
25,19,2,Marketing,952,Male,Married,1,Y,3,1,3,Yes
40,10,4,Marketing,954,Male,Divorced,2,Y,2,11,2,No
26,1,3,Medical,956,Male,Single,1,Y,2,7,3,No
41,6,3,Medical,957,Male,Single,2,Y,3,20,3,No
36,2,4,Medical,958,Male,Single,4,Y,3,16,3,No
19,21,3,Other,959,Male,Single,1,Y,2,1,4,Yes
20,4,3,Technical Degree,960,Male,Single,1,Y,2,1,3,Yes
31,12,3,Medical,961,Female,Married,0,Y,3,10,1,No
40,9,4,Medical,964,Male,Divorced,8,Y,4,3,3,No
32,3,4,Medical,966,Female,Married,1,Y,3,8,4,No
36,3,1,Life Sciences,967,Male,Married,1,Y,1,16,3,Yes
33,1,3,Life Sciences,969,Female,Single,0,Y,1,6,3,No
37,1,4,Life Sciences,970,Male,Married,5,Y,3,17,1,Yes
45,4,2,Life Sciences,972,Male,Married,1,Y,2,9,2,No
29,20,3,Technical Degree,974,Female,Married,1,Y,2,3,3,No
35,18,3,Medical,975,Female,Married,1,Y,2,5,3,No
52,1,2,Life Sciences,976,Male,Married,2,Y,2,26,2,No
58,2,3,Technical Degree,977,Male,Single,4,Y,1,7,3,Yes
53,2,2,Medical,981,Male,Divorced,6,Y,3,22,4,No
30,8,2,Other,982,Male,Divorced,5,Y,1,10,4,No
38,10,3,Technical Degree,983,Female,Single,1,Y,2,6,3,No
35,3,4,Life Sciences,984,Male,Divorced,6,Y,2,12,3,No
39,2,5,Life Sciences,985,Male,Single,0,Y,4,9,3,No
40,24,3,Life Sciences,986,Female,Single,4,Y,4,22,2,Yes
47,16,4,Medical,987,Male,Divorced,1,Y,3,20,4,No
36,8,4,Technical Degree,990,Male,Divorced,4,Y,4,12,3,No
31,9,2,Medical,991,Male,Single,0,Y,1,4,3,Yes
33,17,3,Life Sciences,992,Male,Single,1,Y,4,10,3,No
29,10,3,Life Sciences,994,Female,Single,6,Y,3,3,3,Yes
33,13,1,Life Sciences,995,Female,Single,3,Y,1,5,3,No
45,1,4,Medical,996,Female,Divorced,3,Y,4,8,3,No
50,1,2,Medical,997,Male,Divorced,9,Y,3,32,2,No
33,1,4,Other,998,Female,Married,1,Y,1,6,3,No
41,9,3,Medical,999,Male,Divorced,2,Y,2,21,4,No
27,16,4,Technical Degree,1001,Female,Married,9,Y,2,4,3,No
45,23,2,Life Sciences,1002,Male,Married,1,Y,3,9,3,No
47,4,2,Life Sciences,1003,Female,Single,1,Y,3,9,3,No
30,22,3,Life Sciences,1004,Female,Married,4,Y,2,7,3,Yes
50,24,3,Life Sciences,1005,Male,Married,3,Y,4,22,3,No
38,10,1,Medical,1006,Male,Married,0,Y,2,3,2,No
46,7,2,Medical,1007,Male,Divorced,6,Y,2,13,3,No
24,17,1,Medical,1009,Female,Divorced,1,Y,2,5,3,No
35,14,4,Other,1010,Male,Divorced,1,Y,4,5,1,Yes
31,1,1,Life Sciences,1011,Female,Married,1,Y,3,4,3,No
18,5,2,Life Sciences,1012,Male,Single,1,Y,4,0,3,No
54,17,3,Technical Degree,1013,Female,Married,8,Y,3,22,3,No
35,25,4,Medical,1014,Female,Divorced,1,Y,3,16,2,No
30,8,2,Life Sciences,1015,Female,Married,0,Y,3,9,2,No
20,11,3,Medical,1016,Female,Single,1,Y,1,1,3,Yes
30,5,3,Medical,1017,Female,Single,0,Y,1,4,3,Yes
26,2,2,Medical,1018,Male,Married,1,Y,2,8,3,No
22,8,1,Life Sciences,1019,Male,Married,1,Y,1,4,2,No
48,6,3,Life Sciences,1022,Male,Single,2,Y,4,19,3,No
48,4,4,Life Sciences,1024,Male,Single,7,Y,2,27,3,No
41,7,2,Medical,1025,Female,Single,6,Y,2,8,3,No
39,1,1,Life Sciences,1026,Female,Married,1,Y,3,21,3,No
27,2,4,Life Sciences,1027,Female,Married,0,Y,2,4,3,No
35,10,3,Other,1028,Male,Divorced,1,Y,1,3,2,No
42,5,2,Marketing,1029,Male,Married,6,Y,2,21,4,No
50,9,3,Life Sciences,1030,Male,Married,4,Y,2,8,3,No
59,2,3,Life Sciences,1032,Female,Single,3,Y,1,30,3,No
37,11,2,Medical,1033,Female,Married,5,Y,1,15,1,Yes
55,18,4,Medical,1034,Male,Married,3,Y,4,17,3,No
41,7,1,Life Sciences,1035,Female,Divorced,1,Y,2,21,3,No
38,3,4,Life Sciences,1036,Male,Single,8,Y,3,19,3,No
26,29,2,Medical,1037,Male,Single,8,Y,4,7,3,Yes
52,2,1,Marketing,1038,Female,Married,1,Y,4,33,3,Yes
44,28,3,Medical,1039,Female,Married,3,Y,3,23,3,No
50,1,3,Life Sciences,1040,Female,Married,0,Y,1,19,3,No
36,16,4,Life Sciences,1042,Female,Single,1,Y,3,18,3,Yes
39,22,3,Medical,1043,Female,Single,1,Y,3,21,3,No
33,8,1,Life Sciences,1044,Female,Single,0,Y,4,3,2,No
45,11,2,Life Sciences,1045,Female,Married,3,Y,2,26,4,No
32,29,4,Medical,1046,Female,Single,9,Y,2,10,3,No
34,1,4,Marketing,1047,Male,Divorced,0,Y,4,16,2,No
59,1,2,Technical Degree,1048,Male,Married,3,Y,3,14,1,No
45,24,4,Medical,1049,Male,Single,1,Y,1,6,3,No
53,2,3,Marketing,1050,Female,Married,2,Y,1,30,3,No
36,15,3,Other,1052,Male,Divorced,7,Y,2,9,2,Yes
26,2,3,Life Sciences,1053,Male,Married,6,Y,2,6,3,Yes
34,10,4,Life Sciences,1055,Female,Married,1,Y,4,1,3,No
28,10,1,Medical,1056,Male,Married,1,Y,2,1,3,No
38,3,4,Other,1060,Male,Married,3,Y,1,8,3,No
50,2,4,Medical,1061,Male,Married,2,Y,4,29,2,No
37,3,3,Other,1062,Female,Single,3,Y,1,8,2,No
40,26,3,Marketing,1066,Male,Married,1,Y,2,8,2,No
26,1,1,Medical,1068,Female,Divorced,1,Y,3,5,3,No
46,1,4,Medical,1069,Male,Divorced,9,Y,4,23,3,No
54,2,4,Life Sciences,1070,Female,Married,6,Y,2,13,3,No
56,9,3,Medical,1071,Female,Married,2,Y,2,18,3,No
36,12,5,Medical,1073,Female,Single,0,Y,2,15,2,No
55,2,1,Medical,1074,Male,Single,7,Y,2,31,4,No
43,25,3,Medical,1076,Male,Divorced,5,Y,3,18,3,No
20,9,3,Marketing,1077,Female,Single,1,Y,2,2,3,Yes
21,10,3,Life Sciences,1079,Female,Single,1,Y,1,1,2,Yes
46,8,4,Life Sciences,1080,Female,Divorced,8,Y,1,19,3,No
51,4,4,Life Sciences,1081,Male,Married,9,Y,3,18,4,Yes
28,24,2,Technical Degree,1082,Male,Single,1,Y,1,10,2,Yes
26,1,2,Medical,1083,Male,Married,1,Y,1,6,3,No
30,20,3,Other,1084,Male,Married,0,Y,3,7,2,No
41,7,2,Technical Degree,1085,Female,Married,1,Y,3,10,3,No
38,17,1,Life Sciences,1088,Female,Married,0,Y,1,20,2,No
40,20,4,Technical Degree,1092,Male,Married,4,Y,4,14,3,No
27,8,5,Life Sciences,1094,Male,Married,1,Y,4,3,3,No
55,2,1,Life Sciences,1096,Male,Married,3,Y,2,23,3,No
28,10,3,Other,1097,Female,Single,3,Y,4,10,4,No
44,1,2,Medical,1098,Male,Married,9,Y,4,24,3,Yes
33,5,3,Life Sciences,1099,Male,Divorced,4,Y,3,9,3,No
35,4,3,Technical Degree,1100,Male,Single,0,Y,1,9,3,Yes
33,29,4,Medical,1101,Female,Single,1,Y,2,14,3,Yes
28,15,2,Life Sciences,1102,Male,Divorced,1,Y,4,4,2,No
34,3,1,Life Sciences,1103,Male,Single,0,Y,3,7,2,No
37,10,4,Life Sciences,1105,Female,Divorced,2,Y,3,8,3,No
25,4,1,Technical Degree,1106,Male,Married,1,Y,2,7,4,Yes
26,21,3,Medical,1107,Male,Divorced,1,Y,3,1,2,Yes
33,25,3,Medical,1108,Male,Single,4,Y,2,5,3,Yes
42,2,2,Medical,1109,Male,Married,0,Y,4,23,3,No
28,1,3,Medical,1111,Male,Divorced,1,Y,1,1,3,Yes
50,1,4,Other,1113,Male,Single,3,Y,4,5,3,Yes
33,7,3,Life Sciences,1114,Female,Married,0,Y,3,4,3,No
34,3,4,Life Sciences,1115,Male,Married,3,Y,4,6,3,No
48,1,4,Medical,1116,Male,Single,2,Y,3,27,2,No
45,9,4,Life Sciences,1117,Female,Married,1,Y,4,15,3,No
52,7,4,Life Sciences,1118,Male,Single,7,Y,4,18,3,No
38,10,4,Marketing,1119,Male,Divorced,0,Y,2,9,3,No
29,28,4,Life Sciences,1120,Female,Divorced,4,Y,1,11,3,No
28,3,3,Medical,1121,Female,Divorced,0,Y,2,10,2,No
46,3,1,Marketing,1124,Male,Married,3,Y,4,23,3,No
38,2,2,Marketing,1125,Male,Single,7,Y,3,10,3,No
43,27,3,Life Sciences,1126,Female,Married,8,Y,3,18,3,No
39,2,3,Life Sciences,1127,Male,Divorced,7,Y,4,21,3,Yes
40,14,3,Medical,1128,Male,Single,1,Y,1,21,4,No
21,1,1,Technical Degree,1131,Female,Single,1,Y,3,2,4,No
39,9,3,Life Sciences,1132,Male,Single,9,Y,3,9,2,No
36,18,4,Life Sciences,1133,Male,Single,2,Y,1,18,3,No
31,20,3,Life Sciences,1135,Male,Married,0,Y,1,3,3,No
28,2,1,Life Sciences,1136,Male,Married,0,Y,1,6,1,No
35,11,2,Marketing,1137,Male,Divorced,1,Y,4,5,3,No
49,8,4,Technical Degree,1138,Male,Married,6,Y,2,22,3,No
34,2,2,Life Sciences,1140,Male,Single,2,Y,4,5,2,No
29,10,3,Life Sciences,1143,Female,Divorced,0,Y,4,8,2,No
42,29,3,Medical,1148,Male,Single,4,Y,1,16,3,No
29,8,1,Medical,1150,Male,Married,1,Y,3,10,2,No
38,1,3,Human Resources,1152,Male,Married,1,Y,4,7,4,No
